n,m,encode_time,decode_time,count_flips
0,0,0.0002547025680541992,1.3589859008789062e-05,0
200,200,0.01478121280670166,0.0005392074584960937,255
400,400,0.050566697120666505,0.0011763811111450196,565
600,600,0.11874566078186036,0.0020189523696899415,853
800,800,0.18310279846191407,0.0026004552841186524,1180
1000,1000,0.2534881353378296,0.0034368038177490234,1518
1200,1200,0.34662542343139646,0.004462432861328125,1793
1400,1400,0.4553164720535278,0.005612897872924805,2070
1600,1600,0.6227522134780884,0.007014679908752442,2411
1800,1800,0.800722885131836,0.008759713172912598,2585
2000,2000,0.9423773288726807,0.011004447937011719,2847
2200,2200,1.291873002052307,0.014413070678710938,3093
2400,2400,1.3831058263778686,0.015035343170166016,3432
2600,2600,1.5552748680114745,0.015482354164123534,3655
2800,2800,1.686734938621521,0.017246460914611815,3968
3000,3000,1.8383092164993287,0.018337512016296388,4061
3200,3200,2.0536901235580443,0.020883011817932128,4298
3400,3400,2.3953922986984253,0.024693751335144044,4422
3600,3600,2.6068902015686035,0.027823758125305176,4571
3800,3800,2.775514101982117,0.02728126049041748,4926
4000,4000,3.027492547035217,0.0293123722076416,5026
4200,4200,3.2696966171264648,0.030775284767150878,5227
4400,4400,3.449970507621765,0.032903742790222165,5376
4600,4600,3.7522754192352297,0.03498642444610596,5589
4800,4800,3.987879157066345,0.03694164752960205,5745
5000,5000,4.302787709236145,0.03873486518859863,5926
5200,5200,4.539073586463928,0.04185621738433838,6082
5400,5400,4.895193147659302,0.04338347911834717,6304
5600,5600,5.104978895187378,0.04458794593811035,6389
5800,5800,5.4559022188186646,0.047454237937927246,6591
6000,6000,5.764099478721619,0.04962990283966064,6762
6200,6200,6.287101149559021,0.05688576698303223,6930
6400,6400,6.582737278938294,0.05616261959075928,7078
6600,6600,6.934596252441406,0.057778453826904295,7231
6800,6800,7.305019998550415,0.05958712100982666,7399
7000,7000,7.750614070892334,0.06381309032440186,7633
7200,7200,8.327884888648986,0.06455016136169434,7765
7400,7400,8.283750367164611,0.06532180309295654,7944
7600,7600,8.679878377914429,0.06632709503173828,8120
7800,7800,9.113303732872009,0.06802749633789062,8306
8000,8000,9.501512694358826,0.06997947692871094,8463
8200,8200,9.920626449584962,0.07513117790222168,8615
8400,8400,10.718031859397888,0.07643413543701172,8825
8600,8600,11.080954194068909,0.07989413738250732,8989
8800,8800,11.69269027709961,0.08439881801605224,9180
9000,9000,12.075840735435486,0.08426332473754883,9346
9200,9200,12.603730988502502,0.09141440391540527,9522
9400,9400,13.13120174407959,0.10000922679901122,9701
9600,9600,13.609526205062867,0.09030816555023194,9918
9800,9800,14.18279688358307,0.09741969108581543,10093
